"","species","dband","location","hab","abundance","m","COEF","abu.corr","species.fb","lwa_m","lwa_sd","lwb_m","lwb_sd","maxTL","maxDepth","length","biomass"
"15","Acanthurus coeruleus",40,"Bonaire","deep",1,"m",1.139215137,1.139215137,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,633.334014196688
"16","Acanthurus coeruleus",40,"Roatan","deep",3,"m",1.1125,3.3375,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,1855.44609067238
"17","Acanthurus coeruleus",40,"Roatan","shallow",3,"m",1.1125,3.3375,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,1855.44609067238
"18","Acanthurus coeruleus",40,"St. Eustatius","deep",1,"m",10.87650602,10.87650602,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,6046.67283145575
"19","Acanthurus coeruleus",50,"Bonaire","deep",1,"m",0.999995899,0.999995899,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,555.936623666804
"20","Acanthurus coeruleus",60,"Roatan","deep",1,"m",1.893617021,1.893617021,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,1052.73537044049
"21","Acanthurus coeruleus",60,"Roatan","shallow",1,"m",1.893617021,1.893617021,"Acanthurus coeruleus",0.0263,0.00892857142857143,2.95,0.0714285714285713,39,40,29.25,1052.73537044049
"22","Acanthurus tractus",30,"Roatan","shallow",2,"m",1.034883721,2.069767442,"Acanthurus tractus",0.0195,0.0056734693877551,2.91,0.0663265306122448,35.2473684210526,NA,26.4355263157895,555.294190705321
"23","Acanthurus tractus",50,"Bonaire","deep",1,"m",0.999995899,0.999995899,"Acanthurus tractus",0.0195,0.0056734693877551,2.91,0.0663265306122448,35.2473684210526,NA,26.4355263157895,268.287104230063
"24","Acanthurus tractus",50,"St. Eustatius","deep",1,"m",15.20421053,15.20421053,"Acanthurus tractus",0.0195,0.0056734693877551,2.91,0.0663265306122448,35.2473684210526,NA,26.4355263157895,4079.11034362945
"25","Anisotremus surinamensis",40,"Bonaire","deep",1,"m",1.139215137,1.139215137,"Anisotremus surinamensis",0.02042,0.00685204081632653,3.01,0.0765306122448981,76,20,57,4485.85054618772
"26","Anisotremus virginicus",10,"Roatan","shallow",2,"m",2.225,4.45,"Anisotremus virginicus",0.01514,0.00519387755102041,3.05,0.0765306122448981,40.6,20,30.45,2256.45741599055
"27","Anisotremus virginicus",20,"Roatan","shallow",1,"m",1.934782609,1.934782609,"Anisotremus virginicus",0.01514,0.00519387755102041,3.05,0.0765306122448981,40.6,20,30.45,981.068441889346
"28","Anthias asperilinguis",90,"Curacao","deep",1,"m",1.187769118,1.187769118,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,16.8751410054579
"29","Anthias asperilinguis",120,"Curacao","deep",2,"m",1.127104229,2.254208458,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,32.0264982545588
"30","Anthias asperilinguis",220,"Curacao","deep",3,"m",1.136560242,3.409680726,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,48.4427841765474
"31","Anthias asperilinguis",230,"Curacao","deep",2,"m",1.644295347,3.288590694,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,46.7224065935739
"32","Anthias asperilinguis",230,"Roatan","deep",1,"m",1.589285714,1.589285714,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,22.5796580457229
"33","Anthias asperilinguis",230,"Roatan","shallow",1,"m",1.589285714,1.589285714,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,22.5796580457229
"34","Anthias asperilinguis",240,"Curacao","deep",6,"m",2.350351807,14.102110842,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,200.354686215496
"35","Anthias asperilinguis",250,"Curacao","deep",2,"m",3.051927409,6.103854818,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,86.720061306219
"36","Anthias asperilinguis",270,"Curacao","deep",1,"m",3.382094313,3.382094313,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,48.0508522748377
"37","Anthias asperilinguis",280,"Roatan","deep",1,"m",2.022727273,2.022727273,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,28.7377466126884
"38","Anthias asperilinguis",280,"Roatan","shallow",1,"m",2.022727273,2.022727273,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,28.7377466126884
"39","Anthias asperilinguis",290,"Curacao","deep",2,"m",4.077742475,8.15548495,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,115.86844312881
"40","Anthias asperilinguis",360,"Roatan","deep",1,"m",8.090909091,8.090909091,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,114.950986436546
"41","Anthias asperilinguis",360,"Roatan","shallow",1,"m",8.090909091,8.090909091,"Anthias asperilinguis",0.00955,0.00714285714285714,2.97,0.107142857142857,15.6,320,11.7,114.950986436546
"42","Antigonia capros",150,"Curacao","deep",1,"m",1.188927353,1.188927353,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,365.08902912001
"43","Antigonia capros",160,"Curacao","deep",4,"m",1.212877394,4.851509576,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1489.77388433275
"44","Antigonia capros",170,"Curacao","deep",4,"m",1.172632844,4.690531376,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1440.3416170044
"45","Antigonia capros",180,"Curacao","deep",12,"m",1.724533239,20.694398868,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,6354.71794965116
"46","Antigonia capros",190,"Curacao","deep",2,"m",1.643187332,3.286374664,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1009.16118413533
"47","Antigonia capros",200,"Curacao","deep",9,"m",1.203301258,10.829711322,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,3325.52597282111
"48","Antigonia capros",210,"Curacao","deep",11,"m",1.454078712,15.994865832,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,4911.61215424547
"49","Antigonia capros",220,"Curacao","deep",16,"m",1.136560242,18.184963872,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,5584.13496658019
"50","Antigonia capros",220,"St. Eustatius","deep",1,"m",5.980952381,5.980952381,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1836.59673779269
"51","Antigonia capros",230,"Curacao","deep",9,"m",1.644295347,14.798658123,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,4544.28751493701
"52","Antigonia capros",240,"Curacao","deep",2,"m",2.350351807,4.700703614,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1443.46524982017
"53","Antigonia capros",250,"Curacao","deep",3,"m",3.051927409,9.155782227,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,2811.50537554305
"54","Antigonia capros",270,"Curacao","deep",2,"m",3.382094313,6.764188626,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,2077.1084558023
"55","Antigonia capros",280,"Curacao","deep",2,"m",3.295256757,6.590513514,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,2023.7772931687
"56","Antigonia capros",290,"Curacao","deep",1,"m",4.077742475,4.077742475,"Antigonia capros",0.02818,0.0054234693877551,2.97,0.0510204081632651,30.5,900,22.875,1252.16989704431
"57","Antilligobius nikkiae",60,"Bonaire","deep",10,"m",2.016114097,20.16114097,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.03918177113293
"58","Antilligobius nikkiae",70,"Bonaire","deep",1,"m",2.085070543,2.085070543,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.107472454214572
"59","Antilligobius nikkiae",70,"Roatan","deep",15,"m",2.656716418,39.85074627,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,2.05405880309301
"60","Antilligobius nikkiae",70,"Roatan","shallow",15,"m",2.656716418,39.85074627,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,2.05405880309301
"61","Antilligobius nikkiae",80,"Bonaire","deep",21,"m",1.181725224,24.816229704,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.27912272301543
"62","Antilligobius nikkiae",80,"Curacao","deep",4,"m",1.181725224,4.726900896,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.243642423431511
"63","Antilligobius nikkiae",80,"Roatan","deep",11,"m",2.472222222,27.194444442,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.40170494230782
"64","Antilligobius nikkiae",80,"Roatan","shallow",11,"m",2.472222222,27.194444442,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.40170494230782
"65","Antilligobius nikkiae",90,"Bonaire","deep",101,"m",1.187769118,119.964680918,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,6.18343524184805
"66","Antilligobius nikkiae",90,"Curacao","deep",65,"m",1.187769118,77.20499267,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,3.97943852198142
"67","Antilligobius nikkiae",90,"Roatan","deep",231,"m",2.966666667,685.300000077,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,35.3229645533011
"68","Antilligobius nikkiae",90,"Roatan","shallow",231,"m",2.966666667,685.300000077,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,35.3229645533011
"69","Antilligobius nikkiae",90,"St. Eustatius","deep",9,"m",1,9,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.463894179109864
"70","Antilligobius nikkiae",100,"Bonaire","deep",1,"m",1.379236425,1.379236425,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.0710910832415332
"71","Antilligobius nikkiae",100,"Curacao","deep",29,"m",1.379236425,39.997856325,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,2.06164141400446
"72","Antilligobius nikkiae",100,"Roatan","deep",9,"m",1.483333333,13.349999997,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.688109698858334
"73","Antilligobius nikkiae",100,"Roatan","shallow",9,"m",1.483333333,13.349999997,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.688109698858334
"74","Antilligobius nikkiae",100,"St. Eustatius","deep",151,"m",1.546301253,233.491489203,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,12.0350380792184
"75","Antilligobius nikkiae",110,"Bonaire","deep",100,"m",1.161185714,116.1185714,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,5.98519215100146
"76","Antilligobius nikkiae",110,"Curacao","deep",134,"m",1.161185714,155.598885676,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,8.02015748234196
"77","Antilligobius nikkiae",110,"Roatan","deep",3,"m",1.934782609,5.804347827,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.299178130052699
"78","Antilligobius nikkiae",110,"Roatan","shallow",3,"m",1.934782609,5.804347827,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.299178130052699
"79","Antilligobius nikkiae",110,"St. Eustatius","deep",357,"m",1.300675371,464.341107447,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,23.9339040962324
"80","Antilligobius nikkiae",120,"Bonaire","deep",32,"m",1.127104229,36.067335328,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.85904743496253
"81","Antilligobius nikkiae",120,"Curacao","deep",16,"m",1.127104229,18.033667664,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.929523717481265
"82","Antilligobius nikkiae",120,"Roatan","deep",15,"m",2.170731707,32.560975605,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.67831633881087
"83","Antilligobius nikkiae",120,"Roatan","shallow",15,"m",2.170731707,32.560975605,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,1.67831633881087
"84","Antilligobius nikkiae",120,"St. Eustatius","deep",351,"m",3.838426787,1347.287802237,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,69.4443298937185
"85","Antilligobius nikkiae",130,"Bonaire","deep",12,"m",1.303308391,15.639700692,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.806129568226591
"86","Antilligobius nikkiae",130,"Curacao","deep",4,"m",1.303308391,5.213233564,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.26870985607553
"87","Antilligobius nikkiae",130,"Roatan","deep",45,"m",2.542857143,114.428571435,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,5.8980831347282
"88","Antilligobius nikkiae",130,"Roatan","shallow",45,"m",2.542857143,114.428571435,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,5.8980831347282
"89","Antilligobius nikkiae",130,"St. Eustatius","deep",160,"m",3.42437174,547.8994784,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,28.2408198630101
"90","Antilligobius nikkiae",140,"Bonaire","deep",1,"m",1.365335946,1.365335946,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.0703745997643178
"91","Antilligobius nikkiae",140,"Curacao","deep",1,"m",1.365335946,1.365335946,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.0703745997643178
"92","Antilligobius nikkiae",140,"Roatan","deep",129,"m",1.893617021,244.276595709,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,12.5909434269088
"93","Antilligobius nikkiae",140,"Roatan","shallow",129,"m",1.893617021,244.276595709,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,12.5909434269088
"94","Antilligobius nikkiae",140,"St. Eustatius","deep",21,"m",5.143874644,108.021367524,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,5.56783151265233
"95","Antilligobius nikkiae",150,"Roatan","deep",1,"m",2.022727273,2.022727273,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.104259045319052
"96","Antilligobius nikkiae",150,"Roatan","shallow",1,"m",2.022727273,2.022727273,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.104259045319052
"97","Antilligobius nikkiae",150,"St. Eustatius","deep",27,"m",3.366899767,90.906293709,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,4.68565561067297
"98","Antilligobius nikkiae",160,"Roatan","deep",5,"m",1.618181818,8.09090909,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.417036181173121
"99","Antilligobius nikkiae",160,"Roatan","shallow",5,"m",1.618181818,8.09090909,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.417036181173121
"100","Antilligobius nikkiae",170,"Roatan","deep",10,"m",1.022988506,10.22988506,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.527287125810774
"101","Antilligobius nikkiae",170,"Roatan","shallow",10,"m",1.022988506,10.22988506,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.527287125810774
"102","Antilligobius nikkiae",170,"St. Eustatius","deep",64,"m",3.76734481,241.11006784,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,12.4277285550845
"103","Antilligobius nikkiae",180,"Curacao","deep",1,"m",1.724533239,1.724533239,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.0888889923615089
"104","Antilligobius nikkiae",180,"Roatan","deep",5,"m",2.870967742,14.35483871,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.739902902181106
"105","Antilligobius nikkiae",180,"Roatan","shallow",5,"m",2.870967742,14.35483871,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.739902902181106
"106","Antilligobius nikkiae",180,"St. Eustatius","deep",36,"m",4.174566474,150.284393064,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,7.74622835038316
"107","Antilligobius nikkiae",200,"Curacao","deep",1,"m",1.203301258,1.203301258,"Antilligobius nikkiae",0.00603,0.00375510204081633,3.09,0.0918367346938776,2.67,90,2.0025,0.0620227165890863
"108","Apogon gouldi",100,"Curacao","deep",3,"m",1.379236425,4.137709275,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,5.18186833410535
"109","Apogon gouldi",110,"Bonaire","deep",1,"m",1.161185714,1.161185714,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,1.45421320868226
"110","Apogon gouldi",110,"Curacao","deep",3,"m",1.161185714,3.483557142,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,4.36263962604679
"111","Apogon gouldi",120,"Curacao","deep",2,"m",1.127104229,2.254208458,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,2.82306238806076
"112","Apogon gouldi",130,"Curacao","deep",3,"m",1.303308391,3.909925173,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,4.89660246675743
"113","Apogon gouldi",140,"Curacao","deep",5,"m",1.365335946,6.82667973,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,8.54940576267671
"114","Apogon gouldi",150,"Curacao","deep",2,"m",1.188927353,2.377854706,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,2.97791100949807
"115","Apogon gouldi",150,"Roatan","deep",2,"m",2.022727273,4.045454546,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,5.06633294311861
"116","Apogon gouldi",150,"Roatan","shallow",2,"m",2.022727273,4.045454546,"Apogon gouldi",0.00832,0.00892857142857143,3.15,0.13265306122449,6.55,262,4.9125,5.06633294311861
"117","Apogon lachneri",90,"Roatan","deep",1,"m",2.966666667,2.966666667,"Apogon lachneri",0.01023,0.00670408163265306,3.11,0.0918367346938776,6.5,70,4.875,4.18548176333355
"118","Apogon lachneri",90,"Roatan","shallow",1,"m",2.966666667,2.966666667,"Apogon lachneri",0.01023,0.00670408163265306,3.11,0.0918367346938776,6.5,70,4.875,4.18548176333355
"119","Apogon maculatus",120,"Bonaire","deep",1,"m",1.127104229,1.127104229,"Apogon maculatus",0.01,0.0041530612244898,3.1,0.0816326530612243,11.1,128,8.325,8.03813378186456
"120","Apogon pillionatus",70,"St. Eustatius","deep",2,"m",5.971062422,11.942124844,"Apogon pillionatus",0.00832,0.00892857142857143,3.15,0.13265306122449,6.5,90,4.875,14.5990631249785
"121","Apogon pseudomaculatus",70,"Bonaire","deep",1,"m",2.085070543,2.085070543,"Apogon pseudomaculatus",0.01202,0.00514795918367347,3.1,0.0816326530612243,11,100,8.25,17.3793072402925
"122","Apogon pseudomaculatus",110,"Bonaire","deep",1,"m",1.161185714,1.161185714,"Apogon pseudomaculatus",0.01202,0.00514795918367347,3.1,0.0816326530612243,11,100,8.25,9.67861895819054
"123","Apogon pseudomaculatus",130,"Bonaire","deep",4,"m",1.303308391,5.213233564,"Apogon pseudomaculatus",0.01202,0.00514795918367347,3.1,0.0816326530612243,11,100,8.25,43.4529124821851
"124","Apsilus dentatus",90,"Roatan","deep",1,"m",2.966666667,2.966666667,"Apsilus dentatus",0.01175,0.00553571428571429,3,0.0918367346938776,65,300,48.75,4038.59663131315
"125","Apsilus dentatus",90,"Roatan","shallow",1,"m",2.966666667,2.966666667,"Apsilus dentatus",0.01175,0.00553571428571429,3,0.0918367346938776,65,300,48.75,4038.59663131315
"126","Aulopus filamentosus",280,"Roatan","deep",1,"m",2.022727273,2.022727273,"Aulopus filamentosus",0.0055,0.00244387755102041,3.12,0.0918367346938774,44,1000,33,608.223942712595
"127","Aulopus filamentosus",280,"Roatan","shallow",1,"m",2.022727273,2.022727273,"Aulopus filamentosus",0.0055,0.00244387755102041,3.12,0.0918367346938774,44,1000,33,608.223942712595
"128","Aulopus filamentosus",360,"Roatan","deep",1,"m",8.090909091,8.090909091,"Aulopus filamentosus",0.0055,0.00244387755102041,3.12,0.0918367346938774,44,1000,33,2432.89577054968
"129","Aulopus filamentosus",360,"Roatan","shallow",1,"m",8.090909091,8.090909091,"Aulopus filamentosus",0.0055,0.00244387755102041,3.12,0.0918367346938774,44,1000,33,2432.89577054968
"130","Aulostomus maculatus",20,"Roatan","shallow",1,"m",1.934782609,1.934782609,"Aulostomus maculatus",0.002,0.00141326530612245,3.2,0.107142857142857,100,25,75,3871.31235475278
"131","Baldwinella vivanus",120,"Curacao","deep",2,"m",1.127104229,2.254208458,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,129.960455421231
"132","Baldwinella vivanus",120,"St. Eustatius","deep",1,"m",3.838426787,3.838426787,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,221.294393413004
"133","Baldwinella vivanus",140,"Curacao","deep",11,"m",1.365335946,15.018695406,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,865.863353439919
"134","Baldwinella vivanus",150,"Bonaire","deep",7,"m",1.188927353,8.322491471,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,479.81134041618
"135","Baldwinella vivanus",150,"Curacao","deep",4,"m",1.188927353,4.755709412,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,274.177908809246
"136","Baldwinella vivanus",160,"Curacao","deep",7,"m",1.212877394,8.490141758,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,489.476776446595
"137","Baldwinella vivanus",170,"Bonaire","deep",2,"m",1.172632844,2.345265688,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,135.210120348269
"138","Baldwinella vivanus",170,"Curacao","deep",3,"m",1.172632844,3.517898532,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,202.815180522404
"139","Baldwinella vivanus",180,"Bonaire","deep",2,"m",1.724533239,3.449066478,"Baldwinella vivanus",0.00955,0.00714285714285714,2.97,0.107142857142857,25,610,18.75,198.846849619522
